job,marital,education,default,housing,loan,contact,day,month,poutcome,hubo_contacto_?,age,balance_log,campaign_log,pdays_dias_transcurridos_log,previous_log,get_account_?
technician,married,secondary,no,yes,no,cellular,16,apr,no_aporto_esta_informacion,no,43,7.776115477098742,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,yes,no,cellular,29,jul,no_aporto_esta_informacion,no,38,8.946505025998682,1.0986122886681098,0.0,0.0,no
retired,married,primary,no,yes,no,cellular,11,jul,no_aporto_esta_informacion,no,54,8.106212902619962,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,telephone,31,jul,no_aporto_esta_informacion,no,41,9.01371703047137,1.0986122886681098,0.0,0.0,no
housemaid,divorced,primary,no,no,no,cellular,28,jun,otro_resultado,yes,55,8.364275084991524,0.6931471805599453,4.553876891600541,1.3862943611198906,yes
management,married,tertiary,no,no,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,33,8.149890544402423,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,18,aug,no_aporto_esta_informacion,no,46,8.107720061910534,1.3862943611198906,0.0,0.0,no
management,married,secondary,no,no,no,cellular,18,nov,no_aporto_esta_informacion,no,36,8.06054004653864,1.0986122886681098,0.0,0.0,no
technician,divorced,tertiary,no,no,yes,cellular,22,jul,no_aporto_esta_informacion,no,48,8.13973227971767,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,yes,no,cellular,28,aug,no_aporto_esta_informacion,no,42,8.07402621612406,1.0986122886681098,0.0,0.0,no
management,divorced,tertiary,no,no,no,cellular,17,sep,success,yes,46,8.278682162970906,1.0986122886681098,5.214935757608986,1.0986122886681098,yes
technician,married,secondary,yes,yes,yes,no_aporto_esta_informacion,27,jun,no_aporto_esta_informacion,no,49,7.399398083331354,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,11,may,failure,yes,36,10.558829018360177,1.0986122886681098,5.869296913133774,0.6931471805599453,no
technician,single,tertiary,no,yes,yes,cellular,14,oct,failure,yes,34,8.148734808937169,0.6931471805599453,4.454347296253507,2.995732273553991,no
entrepreneur,divorced,tertiary,no,yes,yes,cellular,20,apr,no_aporto_esta_informacion,no,51,8.107418811719974,1.791759469228055,0.0,0.0,no
blue-collar,married,primary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,58,8.19533366716287,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,29,jan,no_aporto_esta_informacion,no,48,8.338305731356565,1.0986122886681098,0.0,0.0,no
admin.,single,secondary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,41,8.374476889214643,0.6931471805599453,0.0,0.0,yes
self-employed,married,primary,no,yes,no,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,49,8.24380842366528,1.6094379124341005,0.0,0.0,no
management,married,primary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,43,9.348535870727584,1.0986122886681098,0.0,0.0,no
blue-collar,single,secondary,no,no,yes,no_aporto_esta_informacion,2,jul,no_aporto_esta_informacion,no,32,8.026170194946426,1.3862943611198906,0.0,0.0,no
retired,married,secondary,no,no,no,no_aporto_esta_informacion,11,jun,no_aporto_esta_informacion,no,54,8.851663425366777,1.3862943611198906,0.0,0.0,no
blue-collar,divorced,primary,no,yes,no,cellular,9,jul,no_aporto_esta_informacion,no,33,8.281723990411392,2.4849066497880004,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,19,aug,no_aporto_esta_informacion,no,35,8.147867129923947,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,yes,yes,cellular,11,may,failure,yes,56,8.150467911624004,1.9459101490553128,5.857933154483459,0.6931471805599453,no
technician,married,secondary,no,no,yes,no_aporto_esta_informacion,5,may,no_aporto_esta_informacion,no,57,8.331827004436057,0.6931471805599453,0.0,0.0,no
housemaid,single,primary,no,no,no,cellular,21,apr,no_aporto_esta_informacion,no,31,10.318242707551384,1.0986122886681098,0.0,0.0,yes
technician,single,secondary,no,yes,no,cellular,14,may,no_aporto_esta_informacion,no,33,8.301769763117166,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,no,no,telephone,24,jul,no_aporto_esta_informacion,no,29,8.66561319653451,1.9459101490553128,0.0,0.0,no
management,single,tertiary,no,yes,no,cellular,13,may,otro_resultado,yes,38,9.817112336789382,0.6931471805599453,5.1647859739235145,2.079441541679836,no
admin.,married,secondary,no,no,no,cellular,26,may,no_aporto_esta_informacion,no,37,9.590008925040337,1.0986122886681098,0.0,0.0,no
entrepreneur,married,tertiary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,33,8.271292652979412,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,19,nov,no_aporto_esta_informacion,no,30,10.028930068226645,1.0986122886681098,0.0,0.0,no
self-employed,single,secondary,no,no,yes,cellular,19,nov,no_aporto_esta_informacion,no,31,8.165647925297504,0.6931471805599453,0.0,0.0,no
technician,single,tertiary,no,yes,yes,no_aporto_esta_informacion,28,may,no_aporto_esta_informacion,no,28,8.159946655578548,1.0986122886681098,0.0,0.0,no
admin.,single,secondary,no,no,no,cellular,30,apr,success,yes,26,8.180320874773685,0.6931471805599453,4.394449154672439,0.6931471805599453,yes
technician,single,secondary,no,yes,no,telephone,17,apr,failure,yes,31,8.136518252115291,1.0986122886681098,5.846438775057725,1.0986122886681098,no
housemaid,divorced,primary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,50,8.134174272137903,1.6094379124341005,0.0,0.0,no
entrepreneur,married,primary,no,yes,no,telephone,13,may,failure,yes,45,8.12355783506165,1.3862943611198906,5.918893854273146,1.3862943611198906,no
management,married,primary,no,no,no,cellular,5,mar,no_aporto_esta_informacion,no,48,8.27410200229233,1.9459101490553128,0.0,0.0,no
technician,married,secondary,no,no,yes,cellular,23,jul,no_aporto_esta_informacion,no,41,8.106212902619962,0.6931471805599453,0.0,0.0,no
technician,married,primary,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,60,8.125630988477065,1.0986122886681098,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,41,8.203304026795282,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,43,8.311889558230359,1.6094379124341005,0.0,0.0,no
management,married,tertiary,no,yes,yes,cellular,19,nov,no_aporto_esta_informacion,no,36,9.440181444738114,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,no,yes,telephone,16,jul,no_aporto_esta_informacion,no,40,8.416488487294606,1.791759469228055,0.0,0.0,no
management,single,tertiary,no,no,yes,cellular,29,jan,failure,yes,28,8.34212526333359,0.6931471805599453,5.327876168789581,1.0986122886681098,no
student,single,tertiary,no,no,no,cellular,12,nov,failure,yes,27,9.060214913398545,1.0986122886681098,4.532599493153256,1.0986122886681098,yes
management,single,secondary,no,yes,no,cellular,29,jan,failure,yes,49,8.124446855715847,1.0986122886681098,5.5093883366279774,0.6931471805599453,no
technician,married,tertiary,no,yes,no,cellular,17,nov,no_aporto_esta_informacion,no,37,8.106212902619962,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,6,may,no_aporto_esta_informacion,no,31,8.459987717645458,1.3862943611198906,0.0,0.0,no
technician,single,secondary,yes,no,no,cellular,2,feb,no_aporto_esta_informacion,no,31,8.113726085970747,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,17,nov,no_aporto_esta_informacion,no,31,8.448700194970938,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,17,apr,no_aporto_esta_informacion,no,35,10.418554170559371,0.6931471805599453,0.0,0.0,no
blue-collar,divorced,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,29,may,no_aporto_esta_informacion,no,51,9.517972119735584,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,33,9.053686561930808,1.3862943611198906,0.0,0.0,no
technician,single,tertiary,no,yes,no,cellular,6,may,failure,yes,30,8.10711747075039,1.0986122886681098,5.135798437050262,1.0986122886681098,no
technician,single,secondary,no,no,yes,cellular,14,jul,no_aporto_esta_informacion,no,58,8.222553638396958,1.0986122886681098,0.0,0.0,no
admin.,married,tertiary,no,yes,no,cellular,15,oct,failure,yes,34,8.116715624819111,0.6931471805599453,4.248495242049359,1.0986122886681098,no
management,married,tertiary,no,no,no,cellular,21,aug,no_aporto_esta_informacion,no,45,7.957177323459475,1.9459101490553128,0.0,0.0,no
services,single,secondary,no,no,no,cellular,5,jul,no_aporto_esta_informacion,no,28,8.164225652265827,1.0986122886681098,0.0,0.0,yes
blue-collar,married,primary,no,yes,no,cellular,17,apr,otro_resultado,yes,31,8.135639903354386,1.0986122886681098,5.777652323222656,0.6931471805599453,no
management,married,tertiary,no,no,no,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,40,8.12415060330663,1.9459101490553128,0.0,0.0,no
services,single,secondary,no,no,no,cellular,2,feb,no_aporto_esta_informacion,no,30,8.824677891164198,1.0986122886681098,0.0,0.0,no
entrepreneur,married,secondary,no,yes,yes,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,34,11.005909242878186,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,no,yes,no_aporto_esta_informacion,12,jun,no_aporto_esta_informacion,no,40,8.358666283188,0.6931471805599453,0.0,0.0,no
retired,married,primary,no,no,no,no_aporto_esta_informacion,18,jun,no_aporto_esta_informacion,no,59,8.464214266625351,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,43,8.37378460812088,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,29,jan,failure,yes,41,8.097426298597213,1.0986122886681098,5.58724865840025,1.0986122886681098,no
technician,divorced,secondary,no,no,no,cellular,21,aug,no_aporto_esta_informacion,no,33,8.10892415597534,1.0986122886681098,0.0,0.0,no
management,married,secondary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,33,8.903135633035538,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,no,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,36,8.1101268019411,0.6931471805599453,0.0,0.0,no
self-employed,single,secondary,no,no,no,cellular,25,jul,no_aporto_esta_informacion,no,32,8.428143374582726,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,18,jul,no_aporto_esta_informacion,no,25,8.11162807830774,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,12,may,no_aporto_esta_informacion,no,25,8.08301991917133,1.3862943611198906,0.0,0.0,no
technician,single,tertiary,no,no,no,cellular,20,aug,no_aporto_esta_informacion,no,38,8.170751423757535,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,22,apr,no_aporto_esta_informacion,no,34,8.146419323098003,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,27,oct,no_aporto_esta_informacion,no,67,9.88674822853183,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,32,8.087025470667701,0.6931471805599453,0.0,0.0,no
housemaid,married,primary,no,no,no,cellular,13,aug,no_aporto_esta_informacion,no,45,9.275003885301905,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,33,8.249575150000199,1.0986122886681098,0.0,0.0,no
admin.,married,primary,no,yes,no,cellular,20,apr,failure,yes,38,8.885717651712119,1.0986122886681098,5.755742213586912,1.0986122886681098,no
technician,divorced,secondary,no,yes,no,no_aporto_esta_informacion,12,may,no_aporto_esta_informacion,no,32,8.392083380373393,1.0986122886681098,0.0,0.0,no
retired,divorced,tertiary,no,yes,yes,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,54,9.150271845510064,1.9459101490553128,0.0,0.0,no
admin.,divorced,secondary,no,yes,no,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,51,8.203851372183879,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,42,8.069655306886165,1.3862943611198906,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,41,8.74957394808293,2.5649493574615367,0.0,0.0,no
management,divorced,tertiary,no,no,yes,cellular,18,aug,no_aporto_esta_informacion,no,39,8.837826364007704,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,11,jun,no_aporto_esta_informacion,no,38,11.050223116385968,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,yes,no,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,39,8.386400901166214,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,no,no,cellular,20,apr,no_aporto_esta_informacion,no,46,8.735364401103888,1.0986122886681098,0.0,0.0,no
entrepreneur,divorced,tertiary,no,no,yes,cellular,6,feb,no_aporto_esta_informacion,no,50,7.348587530927593,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,33,8.131824785007195,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,37,8.506738733512378,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,29,aug,no_aporto_esta_informacion,no,31,9.361085258668608,2.6390573296152584,0.0,0.0,no
blue-collar,divorced,no_aporto_esta_informacion,no,no,no,cellular,15,jun,no_aporto_esta_informacion,no,34,8.156797046675651,0.6931471805599453,0.0,0.0,yes
management,married,tertiary,no,yes,no,cellular,7,aug,success,yes,34,8.106212902619962,0.6931471805599453,4.605170185988092,1.0986122886681098,yes
management,married,tertiary,no,yes,no,cellular,6,may,failure,yes,36,8.17103418920548,0.6931471805599453,5.135798437050262,1.0986122886681098,no
technician,married,secondary,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,40,8.138564737261632,3.1354942159291497,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,1,jun,no_aporto_esta_informacion,no,40,8.469262657658687,0.6931471805599453,0.0,0.0,yes
technician,married,secondary,no,no,no,cellular,11,feb,no_aporto_esta_informacion,no,41,8.385032287813898,1.3862943611198906,0.0,0.0,yes
management,married,tertiary,no,no,no,cellular,25,aug,no_aporto_esta_informacion,no,52,8.776167099731275,1.9459101490553128,0.0,0.0,no
services,single,secondary,no,yes,no,no_aporto_esta_informacion,12,may,no_aporto_esta_informacion,no,40,8.343553835005117,1.0986122886681098,0.0,0.0,no
blue-collar,single,no_aporto_esta_informacion,no,yes,no,cellular,18,may,no_aporto_esta_informacion,no,48,8.22764270790443,0.6931471805599453,0.0,0.0,no
management,divorced,secondary,no,no,no,cellular,20,aug,no_aporto_esta_informacion,no,33,8.137688184977605,1.3862943611198906,0.0,0.0,no
technician,divorced,secondary,no,no,no,cellular,12,aug,no_aporto_esta_informacion,no,44,8.106212902619962,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,55,8.364973978438726,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,no,no,telephone,28,jan,no_aporto_esta_informacion,no,51,6.472346294500901,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,5,feb,no_aporto_esta_informacion,no,34,8.131236549696116,0.6931471805599453,0.0,0.0,no
retired,divorced,no_aporto_esta_informacion,no,yes,no,cellular,23,jul,no_aporto_esta_informacion,no,58,9.13075589263334,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,yes,no,cellular,27,aug,no_aporto_esta_informacion,no,39,8.326274787396764,1.3862943611198906,0.0,0.0,no
unemployed,single,secondary,no,no,no,cellular,5,aug,otro_resultado,yes,27,8.79346036105272,0.6931471805599453,4.709530201312334,1.0986122886681098,no
management,divorced,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,55,8.106816038947052,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,no,no,no_aporto_esta_informacion,2,jul,no_aporto_esta_informacion,no,35,8.090708716083997,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,yes,no,cellular,9,apr,no_aporto_esta_informacion,no,37,8.799360083179907,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,yes,yes,cellular,24,feb,failure,yes,52,8.163656176168432,0.6931471805599453,5.613128106388071,1.3862943611198906,no
blue-collar,married,secondary,no,yes,no,cellular,12,may,no_aporto_esta_informacion,no,41,8.260234291607297,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,no,yes,cellular,12,aug,no_aporto_esta_informacion,no,52,8.641532465671846,1.3862943611198906,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,34,8.85907931788153,1.791759469228055,0.0,0.0,no
management,divorced,primary,no,no,no,cellular,19,nov,no_aporto_esta_informacion,no,53,8.180320874773685,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,29,jun,no_aporto_esta_informacion,no,33,8.77307495131822,1.0986122886681098,0.0,0.0,yes
self-employed,married,secondary,no,no,no,no_aporto_esta_informacion,26,jun,no_aporto_esta_informacion,no,47,8.106212902619962,2.19722457733622,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,30,jan,failure,yes,35,9.182557990963732,0.6931471805599453,5.58724865840025,1.0986122886681098,no
management,single,tertiary,no,no,no,cellular,8,aug,no_aporto_esta_informacion,no,33,8.561018670956267,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,no,no,telephone,21,apr,no_aporto_esta_informacion,no,55,8.88016824790345,0.6931471805599453,0.0,0.0,no
